EVENT,BOUT,URL
UFC Fight Night: Thompson vs. Neal,Gillian Robertson vs. Taila Santos,http://ufcstats.com/fight-details/f2fb049980631302
UFC Fight Night: Thompson vs. Neal,Tafon Nchukwi vs. Jamie Pickett,http://ufcstats.com/fight-details/0fe4906754b2d0f9
UFC Fight Night: Thompson vs. Neal,Jimmy Flick vs. Cody Durden,http://ufcstats.com/fight-details/62e6eadbb2805760
UFC Fight Night: Thompson vs. Neal,Christos Giagos vs. Carlton Minus,http://ufcstats.com/fight-details/8da75fd76a9b8e1d
UFC 256: Figueiredo vs. Moreno,Deiveson Figueiredo vs. Brandon Moreno,http://ufcstats.com/fight-details/c258996570faeec9
UFC 256: Figueiredo vs. Moreno,Tony Ferguson vs. Charles Oliveira,http://ufcstats.com/fight-details/b7b867eb3c3cf163
UFC 256: Figueiredo vs. Moreno,Mackenzie Dern vs. Virna Jandiroba,http://ufcstats.com/fight-details/27200d53ba9020b8
UFC 256: Figueiredo vs. Moreno,Kevin Holland vs. Jacare Souza,http://ufcstats.com/fight-details/4a172a5191cb8e60
UFC 256: Figueiredo vs. Moreno,Junior Dos Santos vs. Ciryl Gane,http://ufcstats.com/fight-details/fe3ff5b1d9135add
UFC 256: Figueiredo vs. Moreno,Cub Swanson vs. Daniel Pineda,http://ufcstats.com/fight-details/022bdd58cc6e571d
UFC 256: Figueiredo vs. Moreno,Renato Moicano vs. Rafael Fiziev,http://ufcstats.com/fight-details/cb7616f92a9a4e5b
UFC 256: Figueiredo vs. Moreno,Gavin Tucker vs. Billy Quarantillo,http://ufcstats.com/fight-details/87d0b767742d3239
UFC 256: Figueiredo vs. Moreno,Tecia Pennington vs. Sam Hughes,http://ufcstats.com/fight-details/5ddf45e816a50fac
UFC 256: Figueiredo vs. Moreno,Chase Hooper vs. Peter Barrett,http://ufcstats.com/fight-details/33d52ac2d70b8415
UFC Fight Night: Hermansson vs. Vettori,Jack Hermansson vs. Marvin Vettori,http://ufcstats.com/fight-details/2723f4d275d3f619
UFC Fight Night: Hermansson vs. Vettori,Ovince Saint Preux vs. Jamahal Hill,http://ufcstats.com/fight-details/8d4a475e48722fea
UFC Fight Night: Hermansson vs. Vettori,Gabriel Benitez vs. Justin Jaynes,http://ufcstats.com/fight-details/46860358da8b8d82
UFC Fight Night: Hermansson vs. Vettori,Roman Dolidze vs. John Allan,http://ufcstats.com/fight-details/4478ee77a647ae9d
UFC Fight Night: Hermansson vs. Vettori,Matt Wiman vs. Jordan Leavitt,http://ufcstats.com/fight-details/856fab879c68ded7
UFC Fight Night: Hermansson vs. Vettori,Louis Smolka vs. Jose Quinonez,http://ufcstats.com/fight-details/771d8ce136a12a13
UFC Fight Night: Hermansson vs. Vettori,Ilia Topuria vs. Damon Jackson,http://ufcstats.com/fight-details/b1be8b41b1a4fd85
UFC Fight Night: Hermansson vs. Vettori,Gian Villante vs. Jake Collier,http://ufcstats.com/fight-details/c4d1c4b82cf34afb
UFC Fight Night: Smith vs. Clark,Anthony Smith vs. Devin Clark,http://ufcstats.com/fight-details/09a29fb09fe07559
UFC Fight Night: Smith vs. Clark,Miguel Baeza vs. Takashi Sato,http://ufcstats.com/fight-details/28b6ee9c3eb8b753
UFC Fight Night: Smith vs. Clark,Josh Parisian vs. Parker Porter,http://ufcstats.com/fight-details/32a7da2f34ae3803
UFC Fight Night: Smith vs. Clark,Spike Carlyle vs. Bill Algeo,http://ufcstats.com/fight-details/181c3312f14de5a8
UFC Fight Night: Smith vs. Clark,Ashlee Evans-Smith vs. Norma Dumont,http://ufcstats.com/fight-details/2a7909acde26a240
UFC Fight Night: Smith vs. Clark,Jonathan Pearce vs. Kai Kamaka,http://ufcstats.com/fight-details/4d56bcd82438e632
UFC Fight Night: Smith vs. Clark,Martin Day vs. Anderson Dos Santos,http://ufcstats.com/fight-details/0c27552ea7bc8c8a
UFC Fight Night: Smith vs. Clark,Gina Mazany vs. Rachael Ostovich,http://ufcstats.com/fight-details/711f00d287344c77
UFC Fight Night: Smith vs. Clark,Sumudaerji vs. Malcolm Gordon,http://ufcstats.com/fight-details/8868957c1735bcf0
UFC Fight Night: Smith vs. Clark,Luke Sanders vs. Nate Maness,http://ufcstats.com/fight-details/e64d80dcc6853ea0
UFC 255: Figueiredo vs. Perez,Deiveson Figueiredo vs. Alex Perez,http://ufcstats.com/fight-details/3c098e2946b4c824
UFC 255: Figueiredo vs. Perez,Valentina Shevchenko vs. Jennifer Maia,http://ufcstats.com/fight-details/c93eebe24aa0299d
UFC 255: Figueiredo vs. Perez,Mike Perry vs. Tim Means,http://ufcstats.com/fight-details/2b13651b97f57b6c
UFC 255: Figueiredo vs. Perez,Katlyn Cerminara vs. Cynthia Calvillo,http://ufcstats.com/fight-details/08ef2ed7393efd24
UFC 255: Figueiredo vs. Perez,Mauricio Rua vs. Paul Craig,http://ufcstats.com/fight-details/1671723154d8e324
UFC 255: Figueiredo vs. Perez,Brandon Moreno vs. Brandon Royval,http://ufcstats.com/fight-details/8d5ea3bf3be7cb91
UFC 255: Figueiredo vs. Perez,Joaquin Buckley vs. Jordan Wright,http://ufcstats.com/fight-details/6c1b38dd918793ff
UFC 255: Figueiredo vs. Perez,Antonina Shevchenko vs. Ariane da Silva,http://ufcstats.com/fight-details/a485281be8e9d2e2
UFC 255: Figueiredo vs. Perez,Daniel Rodriguez vs. Nicolas Dalby,http://ufcstats.com/fight-details/e22d5aab3d099c7c
UFC 255: Figueiredo vs. Perez,Alan Jouban vs. Jared Gooden,http://ufcstats.com/fight-details/a02764f92a84dd36
UFC 255: Figueiredo vs. Perez,Kyle Daukaus vs. Dustin Stoltzfus,http://ufcstats.com/fight-details/90eb22b9eb6ed2a8
UFC 255: Figueiredo vs. Perez,Louis Cosce vs. Sasha Palatnikov,http://ufcstats.com/fight-details/91afc389191d41fb
UFC Fight Night: Felder vs. Dos Anjos,Paul Felder vs. Rafael Dos Anjos,http://ufcstats.com/fight-details/80cb3cf9134b677c
UFC Fight Night: Felder vs. Dos Anjos,Abdul Razak Alhassan vs. Khaos Williams,http://ufcstats.com/fight-details/30eb24f7904c2128
UFC Fight Night: Felder vs. Dos Anjos,Ashley Yoder vs. Miranda Granger,http://ufcstats.com/fight-details/34db1e0e2499e7ae
UFC Fight Night: Felder vs. Dos Anjos,Brendan Allen vs. Sean Strickland,http://ufcstats.com/fight-details/fa6e8fa6c3f05e31
UFC Fight Night: Felder vs. Dos Anjos,Kay Hansen vs. Cory McKenna,http://ufcstats.com/fight-details/742dc4196d329db0
UFC Fight Night: Felder vs. Dos Anjos,Randa Markos vs. Kanako Murata,http://ufcstats.com/fight-details/470391c4067bf49b
UFC Fight Night: Felder vs. Dos Anjos,Geraldo de Freitas vs. Tony Gravely,http://ufcstats.com/fight-details/9e4dcac049327529
UFC Fight Night: Felder vs. Dos Anjos,Alex Morono vs. Rhys McKee,http://ufcstats.com/fight-details/d80fd2ec736f7df2
UFC Fight Night: Felder vs. Dos Anjos,Don'Tale Mayes vs. Roque Martinez,http://ufcstats.com/fight-details/f6472ca263a863d1
UFC Fight Night: Santos vs. Teixeira,Thiago Santos vs. Glover Teixeira,http://ufcstats.com/fight-details/923e151bd990961b
UFC Fight Night: Santos vs. Teixeira,Andrei Arlovski vs. Tanner Boser,http://ufcstats.com/fight-details/f0cf92b063735164
UFC Fight Night: Santos vs. Teixeira,Raoni Barcelos vs. Khalid Taha,http://ufcstats.com/fight-details/6ac3d588f9630f0a
UFC Fight Night: Santos vs. Teixeira,Giga Chikadze vs. Jamey Simmons,http://ufcstats.com/fight-details/0fed97329b78b887
UFC Fight Night: Santos vs. Teixeira,Claudia Gadelha vs. Yan Xiaonan,http://ufcstats.com/fight-details/b76590c02f86e705
UFC Fight Night: Santos vs. Teixeira,Trevin Giles vs. Bevon Lewis,http://ufcstats.com/fight-details/fea7dd5904ab4c91
UFC Fight Night: Santos vs. Teixeira,Alexandr Romanov vs. Marcos Rogerio de Lima,http://ufcstats.com/fight-details/2267d967d1daf08a
UFC Fight Night: Santos vs. Teixeira,Darren Elkins vs. Eduardo Garagorri,http://ufcstats.com/fight-details/69fa167ba5d0fd82
UFC Fight Night: Santos vs. Teixeira,Max Griffin vs. Ramiz Brahimaj,http://ufcstats.com/fight-details/55019da3a4bd5d54
UFC Fight Night: Santos vs. Teixeira,Gustavo Lopez vs. Anthony Birchak,http://ufcstats.com/fight-details/cb720b01fd6f9785
UFC Fight Night: Hall vs. Silva,Uriah Hall vs. Anderson Silva,http://ufcstats.com/fight-details/039c645e8f3ac00f
UFC Fight Night: Hall vs. Silva,Bryce Mitchell vs. Andre Fili,http://ufcstats.com/fight-details/83955de599b2d874
UFC Fight Night: Hall vs. Silva,Maurice Greene vs. Greg Hardy,http://ufcstats.com/fight-details/d763ad79532b27ff
UFC Fight Night: Hall vs. Silva,Kevin Holland vs. Charlie Ontiveros,http://ufcstats.com/fight-details/997dcf5fd2eb0f2f
UFC Fight Night: Hall vs. Silva,King Green vs. Thiago Moises,http://ufcstats.com/fight-details/6915d46b49999f60
UFC Fight Night: Hall vs. Silva,Chris Gruetzemacher vs. Alexander Hernandez,http://ufcstats.com/fight-details/95beb5ec32718faf
UFC Fight Night: Hall vs. Silva,Adrian Yanez vs. Victor Rodriguez,http://ufcstats.com/fight-details/4e566bd7094b49da
UFC Fight Night: Hall vs. Silva,Sean Strickland vs. Jack Marshman,http://ufcstats.com/fight-details/09f5fb0bec3c948a
UFC Fight Night: Hall vs. Silva,Cole Williams vs. Jason Witt,http://ufcstats.com/fight-details/696ff200d98fa878
UFC Fight Night: Hall vs. Silva,Dustin Jacoby vs. Justin Ledet,http://ufcstats.com/fight-details/783761d95060ffc4
UFC Fight Night: Hall vs. Silva,Miles Johns vs. Kevin Natividad,http://ufcstats.com/fight-details/7e6f12a95c14f9de
UFC 254: Khabib vs. Gaethje,Khabib Nurmagomedov vs. Justin Gaethje,http://ufcstats.com/fight-details/59eea37af7efb06c
UFC 254: Khabib vs. Gaethje,Robert Whittaker vs. Jared Cannonier,http://ufcstats.com/fight-details/51108eabae8391ca
UFC 254: Khabib vs. Gaethje,Alexander Volkov vs. Walt Harris,http://ufcstats.com/fight-details/ccfe7b0d29c5440c
UFC 254: Khabib vs. Gaethje,Jacob Malkoun vs. Phil Hawes,http://ufcstats.com/fight-details/a2620cbef573a837
UFC 254: Khabib vs. Gaethje,Lauren Murphy vs. Liliya Shakirova,http://ufcstats.com/fight-details/e8ef17c0babcfca5
UFC 254: Khabib vs. Gaethje,Magomed Ankalaev vs. Ion Cutelaba,http://ufcstats.com/fight-details/eedcb6c5d163e581
UFC 254: Khabib vs. Gaethje,Stefan Struve vs. Tai Tuivasa,http://ufcstats.com/fight-details/6eaa4981d0335c8a
UFC 254: Khabib vs. Gaethje,Nathaniel Wood vs. Casey Kenney,http://ufcstats.com/fight-details/de2069fea664c4b7
UFC 254: Khabib vs. Gaethje,Alex Oliveira vs. Shavkat Rakhmonov,http://ufcstats.com/fight-details/5b062be91c65fb73
UFC 254: Khabib vs. Gaethje,Da Woon Jung vs. Sam Alvey,http://ufcstats.com/fight-details/55c257629ecea80f
UFC 254: Khabib vs. Gaethje,Liana Jojua vs. Miranda Maverick,http://ufcstats.com/fight-details/47f9c14a7dca1ad7
UFC 254: Khabib vs. Gaethje,Joel Alvarez vs. Alexander Yakovlev,http://ufcstats.com/fight-details/2279d909f6e3e552
UFC Fight Night: Ortega vs. The Korean Zombie,Brian Ortega vs. Chan Sung Jung,http://ufcstats.com/fight-details/5a440bdee19efaab
UFC Fight Night: Ortega vs. The Korean Zombie,Katlyn Cerminara vs. Jessica Andrade,http://ufcstats.com/fight-details/e7a915f39ecf6db0
UFC Fight Night: Ortega vs. The Korean Zombie,Jimmy Crute vs. Modestas Bukauskas,http://ufcstats.com/fight-details/948da1b7ebbb06b3
UFC Fight Night: Ortega vs. The Korean Zombie,Claudio Silva vs. James Krause,http://ufcstats.com/fight-details/4eb5f99202f5fe97
UFC Fight Night: Ortega vs. The Korean Zombie,Thomas Almeida vs. Jonathan Martinez,http://ufcstats.com/fight-details/e4d0be5ae320c4ae
UFC Fight Night: Ortega vs. The Korean Zombie,Mateusz Gamrot vs. Guram Kutateladze,http://ufcstats.com/fight-details/e5279358b128c2ac
UFC Fight Night: Ortega vs. The Korean Zombie,Gillian Robertson vs. Poliana Botelho,http://ufcstats.com/fight-details/9b6135943a4c8fe7
UFC Fight Night: Ortega vs. The Korean Zombie,JunYong Park vs. John Phillips,http://ufcstats.com/fight-details/50e0bcba7551a25f
UFC Fight Night: Ortega vs. The Korean Zombie,Jamie Mullarkey vs. Fares Ziam,http://ufcstats.com/fight-details/2735a2ea77ddc0b5
UFC Fight Night: Ortega vs. The Korean Zombie,Gadzhimurad Antigulov vs. Maxim Grishin,http://ufcstats.com/fight-details/b3e12698e65cf8d0
UFC Fight Night: Ortega vs. The Korean Zombie,Said Nurmagomedov vs. Mark Striegl,http://ufcstats.com/fight-details/024a04f78b37b7d9
UFC Fight Night: Moraes vs. Sandhagen,Marlon Moraes vs. Cory Sandhagen,http://ufcstats.com/fight-details/727ecd251325b6a8
UFC Fight Night: Moraes vs. Sandhagen,Edson Barboza vs. Makwan Amirkhani,http://ufcstats.com/fight-details/db5802643b9fd7d4
UFC Fight Night: Moraes vs. Sandhagen,Ben Rothwell vs. Marcin Tybura,http://ufcstats.com/fight-details/1720a97a2fa261f8
UFC Fight Night: Moraes vs. Sandhagen,Markus Perez vs. Dricus Du Plessis,http://ufcstats.com/fight-details/e64075c104471ff0
UFC Fight Night: Moraes vs. Sandhagen,Tom Aspinall vs. Alan Baudot,http://ufcstats.com/fight-details/e4d831dc318e4e98
UFC Fight Night: Moraes vs. Sandhagen,Youssef Zalal vs. Ilia Topuria,http://ufcstats.com/fight-details/22fe6779c3fa649d
UFC Fight Night: Moraes vs. Sandhagen,Tom Breese vs. KB Bhullar,http://ufcstats.com/fight-details/7c4eb0b4845eb0ed
UFC Fight Night: Moraes vs. Sandhagen,Chris Daukaus vs. Rodrigo Nascimento,http://ufcstats.com/fight-details/1e525f9857019a2e
UFC Fight Night: Moraes vs. Sandhagen,Impa Kasanganay vs. Joaquin Buckley,http://ufcstats.com/fight-details/ee57cbd0b68c689d
UFC Fight Night: Moraes vs. Sandhagen,Ali AlQaisi vs. Tony Kelley,http://ufcstats.com/fight-details/dfb856d4c80bbf04
UFC Fight Night: Moraes vs. Sandhagen,Giga Chikadze vs. Omar Morales,http://ufcstats.com/fight-details/89dd4c256ca5d317
UFC Fight Night: Moraes vs. Sandhagen,Tracy Cortez vs. Stephanie Egger,http://ufcstats.com/fight-details/849cc2c331e9b24f
UFC Fight Night: Moraes vs. Sandhagen,Bruno Silva vs. Tagir Ulanbekov,http://ufcstats.com/fight-details/dbb5d682a2d7f584
UFC Fight Night: Holm vs. Aldana,Holly Holm vs. Irene Aldana,http://ufcstats.com/fight-details/0005e00b07cee542
UFC Fight Night: Holm vs. Aldana,Yorgan De Castro vs. Carlos Felipe,http://ufcstats.com/fight-details/ba6093c9136f99e9
UFC Fight Night: Holm vs. Aldana,Germaine de Randamie vs. Julianna Pena,http://ufcstats.com/fight-details/81b16b26774be5d1
UFC Fight Night: Holm vs. Aldana,Kyler Phillips vs. Cameron Else,http://ufcstats.com/fight-details/c00a8682fb5b71bd
UFC Fight Night: Holm vs. Aldana,Dequan Townsend vs. Dusko Todorovic,http://ufcstats.com/fight-details/1e7caef3f6dfde10
UFC Fight Night: Holm vs. Aldana,Carlos Condit vs. Court McGee,http://ufcstats.com/fight-details/24ff0bb908095565
UFC Fight Night: Holm vs. Aldana,Charles Jourdain vs. Josh Culibao,http://ufcstats.com/fight-details/f4e262b04f4e94bd
UFC Fight Night: Holm vs. Aldana,Jordan Williams vs. Nassourdine Imavov,http://ufcstats.com/fight-details/15a422574c3b89e1
UFC Fight Night: Holm vs. Aldana,Loma Lookboonmee vs. Jinh Yu Frey,http://ufcstats.com/fight-details/87105c63df95f929
UFC Fight Night: Holm vs. Aldana,Casey Kenney vs. Alatengheili,http://ufcstats.com/fight-details/ac6b2a5f24c2b8bd
UFC Fight Night: Holm vs. Aldana,Luigi Vendramini vs. Jessin Ayari,http://ufcstats.com/fight-details/d866afa89d62a4ae
UFC 253: Adesanya vs. Costa,Israel Adesanya vs. Paulo Costa,http://ufcstats.com/fight-details/fd76b75c28dc247a
UFC 253: Adesanya vs. Costa,Dominick Reyes vs. Jan Blachowicz,http://ufcstats.com/fight-details/4c12c9085200121f
UFC 253: Adesanya vs. Costa,Kai Kara-France vs. Brandon Royval,http://ufcstats.com/fight-details/9e674a02db6c03c8
UFC 253: Adesanya vs. Costa,Ketlen Vieira vs. Sijara Eubanks,http://ufcstats.com/fight-details/e842c6f63fa2e27a
UFC 253: Adesanya vs. Costa,Hakeem Dawodu vs. Zubaira Tukhugov,http://ufcstats.com/fight-details/5a00c73efbcf323e
UFC 253: Adesanya vs. Costa,Brad Riddell vs. Alex Da Silva,http://ufcstats.com/fight-details/9f4d6d192ab4a027
UFC 253: Adesanya vs. Costa,Diego Sanchez vs. Jake Matthews,http://ufcstats.com/fight-details/73dbbdfcf7f989c0
UFC 253: Adesanya vs. Costa,Shane Young vs. Ludovit Klein,http://ufcstats.com/fight-details/eed8c9955cad1e30
UFC 253: Adesanya vs. Costa,William Knight vs. Aleksa Camur,http://ufcstats.com/fight-details/5fb63c34935acce9
UFC 253: Adesanya vs. Costa,Juan Espino vs. Jeff Hughes,http://ufcstats.com/fight-details/8e7b2d62f834b417
UFC 253: Adesanya vs. Costa,Khadis Ibragimov vs. Danilo Marques,http://ufcstats.com/fight-details/e10481ee3fda7080
UFC Fight Night: Covington vs. Woodley,Colby Covington vs. Tyron Woodley,http://ufcstats.com/fight-details/ca531425f5c042db
UFC Fight Night: Covington vs. Woodley,Donald Cerrone vs. Niko Price,http://ufcstats.com/fight-details/c0568b225d5f0fe6
UFC Fight Night: Covington vs. Woodley,Khamzat Chimaev vs. Gerald Meerschaert,http://ufcstats.com/fight-details/498766b46b8b4a7f
UFC Fight Night: Covington vs. Woodley,Johnny Walker vs. Ryan Spann,http://ufcstats.com/fight-details/1a484c452623181e
UFC Fight Night: Covington vs. Woodley,Mackenzie Dern vs. Randa Markos,http://ufcstats.com/fight-details/859ca56770ac7672
UFC Fight Night: Covington vs. Woodley,Kevin Holland vs. Darren Stewart,http://ufcstats.com/fight-details/78c3ca588e55bf31
UFC Fight Night: Covington vs. Woodley,Jordan Espinosa vs. David Dvorak,http://ufcstats.com/fight-details/36807d8a7ebc84a5
UFC Fight Night: Covington vs. Woodley,Mirsad Bektic vs. Damon Jackson,http://ufcstats.com/fight-details/aa08ebe1a69c76ca
UFC Fight Night: Covington vs. Woodley,Mayra Bueno Silva vs. Mara Romero Borella,http://ufcstats.com/fight-details/4f3cd94861c6a876
UFC Fight Night: Covington vs. Woodley,Jessica-Rose Clark vs. Sarah Alpar,http://ufcstats.com/fight-details/bf614956b28f231c
UFC Fight Night: Covington vs. Woodley,Darrick Minner vs. TJ Laramie,http://ufcstats.com/fight-details/36656dfa32341671
UFC Fight Night: Covington vs. Woodley,Journey Newson vs. Randy Costa,http://ufcstats.com/fight-details/42ecb9a94bebc24d
UFC Fight Night: Covington vs. Woodley,Andre Ewell vs. Irwin Rivera,http://ufcstats.com/fight-details/3a38b0b566f3045d
UFC Fight Night: Covington vs. Woodley,Tyson Nam vs. Jerome Rivera,http://ufcstats.com/fight-details/579f3280456ad450
UFC Fight Night: Waterson vs. Hill,Michelle Waterson-Gomez vs. Angela Hill,http://ufcstats.com/fight-details/0ffbf3096a13b47e
UFC Fight Night: Waterson vs. Hill,Ottman Azaitar vs. Khama Worthy,http://ufcstats.com/fight-details/1ed8776f978a0155
UFC Fight Night: Waterson vs. Hill,Roxanne Modafferi vs. Andrea Lee,http://ufcstats.com/fight-details/764012f51c7dc223
UFC Fight Night: Waterson vs. Hill,Ed Herman vs. Mike Rodriguez,http://ufcstats.com/fight-details/3901d9cdbb0949bc
UFC Fight Night: Waterson vs. Hill,King Green vs. Alan Patrick,http://ufcstats.com/fight-details/06910bddb0745856
UFC Fight Night: Waterson vs. Hill,Billy Quarantillo vs. Kyle Nelson,http://ufcstats.com/fight-details/c58aaabf2c5635d7
UFC Fight Night: Waterson vs. Hill,Julia Avila vs. Sijara Eubanks,http://ufcstats.com/fight-details/cf0e0f95524f187a
UFC Fight Night: Waterson vs. Hill,Roosevelt Roberts vs. Kevin Croom,http://ufcstats.com/fight-details/e1bb0b615c02d715
UFC Fight Night: Waterson vs. Hill,Alexandr Romanov vs. Roque Martinez,http://ufcstats.com/fight-details/2461756d8acd56d2
UFC Fight Night: Waterson vs. Hill,Brok Weaver vs. Jalin Turner,http://ufcstats.com/fight-details/bcc9dca5136fc765
UFC Fight Night: Waterson vs. Hill,Bryan Barberena vs. Anthony Ivy,http://ufcstats.com/fight-details/463fc1fd1f17befb
UFC Fight Night: Waterson vs. Hill,Sabina Mazo vs. Justine Kish,http://ufcstats.com/fight-details/ed8fb10b596e6fa4
UFC Fight Night: Overeem vs. Sakai,Alistair Overeem vs. Augusto Sakai,http://ufcstats.com/fight-details/24341a8cf1152c5c
UFC Fight Night: Overeem vs. Sakai,Ovince Saint Preux vs. Alonzo Menifield,http://ufcstats.com/fight-details/0e809b7e37681783
UFC Fight Night: Overeem vs. Sakai,Michel Pereira vs. Zelim Imadaev,http://ufcstats.com/fight-details/0f279b25ccbecc76
UFC Fight Night: Overeem vs. Sakai,Andre Muniz vs. Bartosz Fabinski,http://ufcstats.com/fight-details/e8206c7380441fbb
UFC Fight Night: Overeem vs. Sakai,Brian Kelleher vs. Ray Rodriguez,http://ufcstats.com/fight-details/7595aabe89020780
UFC Fight Night: Overeem vs. Sakai,Viviane Araujo vs. Montana De La Rosa,http://ufcstats.com/fight-details/7930c605c6a6ec88
UFC Fight Night: Overeem vs. Sakai,Cole Smith vs. Hunter Azure,http://ufcstats.com/fight-details/7340b4cbdbac5863
UFC Fight Night: Smith vs. Rakic,Anthony Smith vs. Aleksandar Rakic,http://ufcstats.com/fight-details/1ff4586752ee8a93
UFC Fight Night: Smith vs. Rakic,Robbie Lawler vs. Neil Magny,http://ufcstats.com/fight-details/864cddd6e165ea2d
UFC Fight Night: Smith vs. Rakic,Ji Yeon Kim vs. Alexa Grasso,http://ufcstats.com/fight-details/0a9f22de8600c762
UFC Fight Night: Smith vs. Rakic,Ricardo Lamas vs. Bill Algeo,http://ufcstats.com/fight-details/3a8e4b830750e9d4
UFC Fight Night: Smith vs. Rakic,Maki Pitolo vs. Impa Kasanganay,http://ufcstats.com/fight-details/eb9097be07a3c26a
UFC Fight Night: Smith vs. Rakic,Alessio Di Chirico vs. Zak Cummings,http://ufcstats.com/fight-details/0a7517a16d2d9db6
UFC Fight Night: Smith vs. Rakic,Alex Caceres vs. Austin Springer,http://ufcstats.com/fight-details/d43c007dab9c51b0
UFC Fight Night: Smith vs. Rakic,Sean Brady vs. Christian Aguilera,http://ufcstats.com/fight-details/c5ba56d51f6b0171
UFC Fight Night: Smith vs. Rakic,Polyana Viana vs. Emily Whitmire,http://ufcstats.com/fight-details/16358c536d739017
